Full Node Name|Asset Number|Asset Owner|Manufacturer|Purchase Date|Serial Number|System Model|Floor space|DOMS RFID|Planned Decommission Date
appl196a.via.novonet||Customer|VMware|2007-09-10 00:00:00|VMWARE-50 24 CF 51 40 69 EE 29-17 25 2C 42 6E 2C 9B 88|VIRTUAL SERVER|Refer to DOMS||
appl210a.via.novonet||Customer|VMware|2007-09-10 00:00:00|VMWARE-50 24 A6 3E C5 F3 E3 4C-F7 C6 ED 67 81 19 6C DF|VIRTUAL SERVER|Refer to DOMS||
appl211a.via.novonet||Customer|VMware|2007-09-10 00:00:00|VMWARE-50 24 55 F5 55 F2 2E D3-35 B1 A2 51 E1 30 0A 14|VIRTUAL SERVER|Refer to DOMS||
appl213a.via.novonet||Customer|VMware|2007-11-16 00:00:00|VMWARE-50 29 84 19 5A 52 32 EA-24 8D C0 2B 30 7B B7 CE|VIRTUAL SERVER|Refer to DOMS||
appl217a.via.novonet||Customer|VMware|2007-12-04 00:00:00|VMWARE-50 29 AA 83 7A 5F BE E3-68 45 A6 89 1C 01 26 B6|VIRTUAL SERVER|Refer to DOMS||
appl229a.via.novonet||Customer|VMware|2008-11-25 00:00:00|VMWARE-50 24 16 6F 39 0F 08 EE-B5 6A 08 5E A2 24 4A 45|VIRTUAL SERVER|Refer to DOMS||
appl230a.via.novonet||Customer|VMware|2008-09-02 00:00:00|VMWARE-50 29 DF 87 07 A2 01 7E-09 7F 59 AF 22 AC 50 20|VIRTUAL SERVER|Refer to DOMS||
appl231a.via.novonet||Customer|VMware|2008-01-18 00:00:00|VMWARE-50 29 17 3C 4D 46 A4 A2-97 4A 7F 0B BD 2C 33 C3|VIRTUAL SERVER|Refer to DOMS||
appl233a.via.novonet||Customer|VMware|2008-01-31 00:00:00|VMWARE-50 24 6D 83 91 B6 58 E0-26 6D 32 7F 68 5E 0F 27|VIRTUAL SERVER|Refer to DOMS||
appl237a.via.novonet||Customer|VMware|2008-11-25 00:00:00|VMWARE-50 29 E4 88 60 DE 94 41-01 9C D2 1F 00 BC 67 B2|VIRTUAL SERVER|N/A||
appl239a.via.novonet|SV003628|Customer|Dell|2008-09-10 00:00:00|H9Y8W3J|POWEREDGE R900|R_R26_21/36|02F11FBF|
appl240a.via.novonet|SV003976|Customer|Dell|2008-09-02 00:00:00|1BY8W3J|POWEREDGE R900|R_R10_10|02F0F62C|
appl241a.via.novonet|SV003861|Customer|Dell|2008-09-10 00:00:00|6BY8W3J|POWEREDGE R900|R_R26_28|02F12029|
appl242a.via.novonet|SV003510|Customer|Dell|2008-09-04 00:00:00|5BY8W3J|POWEREDGE R900|R_R07_10|02F0F6D2|
appl243a.via.novonet|SV003972|Customer|Dell|2008-09-10 00:00:00|J9Y8W3J|POWEREDGE R900|R_R25_28|02F11ED8|
appl244a.via.novonet|SV003565|Customer|Dell|2008-09-16 00:00:00|3BY8W3J|POWEREDGE R900|Refer to DOMS||
appl245a.via.novonet|SV003442|Customer|Dell|2008-09-10 00:00:00|4BY8W3J|POWEREDGE R900|R_R25_28|02F11ED9|
appl246a.via.novonet|SV003566|Customer|Dell|2008-09-02 00:00:00|2BY8W3J|POWEREDGE R900|R_R10_10|02F0F60F|
appl249a.via.novonet|SV003277|Customer|Dell|2008-10-15 00:00:00|DJ4GW3J|POWEREDGE R900|R_R26_27|02F12013|
appl250a.via.novonet|SV003561|Customer|Dell|2008-10-01 00:00:00|9J4GW3J|POWEREDGE R900|R_R10_04|02F0F4AC|
appl254a.via.novonet||Customer|VMware|2008-10-01 00:00:00|VMWARE-50 29 77 3B 78 20 60 CD-CA EE A3 8C 65 4F F8 5B|VIRTUAL SERVER|Refer to DOMS||
appl255a.via.novonet||Customer|VMware|2008-12-16 00:00:00|VMWARE-50 29 9E B7 C0 01 3F 39-4C BE 09 33 9D 2D 24 EF|VIRTUAL SERVER|Refer to DOMS||
appl257a.via.novonet||Customer|VMware|2008-11-21 00:00:00|VMWARE-50 24 DF A9 8D D7 FD 4F-52 06 49 5F 3B 5C 09 5A|VIRTUAL SERVER|Refer to DOMS||
appl259a.via.novonet||Customer|VMware|2008-11-21 00:00:00|VMWARE-50 24 9E 39 F1 14 05 E6-FB 01 1E ED A4 BA AA 65|VIRTUAL SERVER|Refer to DOMS||
appl261a.via.novonet||Customer|VMware|2008-12-05 00:00:00|VMWARE-50 24 A8 78 AD 37 C2 8C-15 E3 55 BA 22 F4 21 D4|VIRTUAL SERVER|Refer to DOMS||
appl263a.via.novonet||Customer|VMware|2008-12-05 00:00:00|VMWARE-50 29 32 4D 4F A2 80 AF-54 01 50 8A 89 28 87 EB|VIRTUAL SERVER|Refer to DOMS||
appl265a.via.novonet||Customer|VMware|2008-12-05 00:00:00|VMWARE-50 29 1F 81 1A D7 EB B1-80 A1 9F EE E9 53 DB 7D|VIRTUAL SERVER|Refer to DOMS||
appl267a.via.novonet||Customer|VMware|2008-12-05 00:00:00|VMWARE-50 29 BF B3 EE 46 F8 0B-1E 06 CE 06 D9 BC 34 95|VIRTUAL SERVER|Refer to DOMS||
appl269a.via.novonet|SV003350|Customer|Dell|2009-01-13 00:00:00|DFM634J|POWEREDGE R900|R_R21_01|02F11B76|26-JAN-12
appl283a.via.novonet||Customer|VMware|2008-12-05 00:00:00|VMWARE-50 24 E2 06 4F 7D F3 B4-C3 3F FE DD EF 58 F3 4A|VIRTUAL SERVER|Refer to DOMS||
appl284a.via.novonet||Customer|VMware|2008-12-08 00:00:00|VMWARE-50 24 2C BE 9F A0 C9 07-33 13 9D F3 86 0F 07 76|VIRTUAL SERVER|Refer to DOMS||
appl285a.via.novonet||Customer|VMware|2008-12-05 00:00:00|VMWARE-50 24 AC 67 4E 70 C8 EC-D0 FE 92 CF C4 66 F9 56|VIRTUAL SERVER|Refer to DOMS||
appl286a.via.novonet||Customer|VMware|2008-12-05 00:00:00|VMWARE-50 24 14 8B 4E 94 05 29-9B 0C E5 5B 0D 2F 49 52|VIRTUAL SERVER|Refer to DOMS||
appl287a.via.novonet||Customer|VMware|2008-12-05 00:00:00|VMWARE-50 24 FD AB 4F 37 75 C1-04 48 A1 88 3A 08 94 C9|VIRTUAL SERVER|Refer to DOMS||
appl288a.via.novonet||Customer|VMware|2008-12-08 00:00:00|VMWARE-50 24 AB D1 0A 99 B8 49-B5 45 09 0D 67 8C E9 5C|VIRTUAL SERVER|Refer to DOMS||
appl289a.via.novonet||Customer|VMware|2008-12-05 00:00:00|VMWARE-50 24 A9 4D 8B DD 6D A7-D3 B5 06 8A 7E BA C5 70|VIRTUAL SERVER|Refer to DOMS||
appl298a.via.novonet||Customer|VMware|2009-02-26 00:00:00|VMWARE-50 29 86 BA 22 02 85 B8-36 86 65 05 1E E2 E1 72|VIRTUAL SERVER|Refer to DOMS||
appl299a.via.novonet||Customer|VMware|2009-02-12 00:00:00|VMWARE-50 24 E1 47 2D D2 D3 98-A0 F3 A9 5A 19 53 CB FD|VIRTUAL SERVER|Refer to DOMS||
appl300a.via.novonet||Customer|VMware|2009-02-26 00:00:00|VMWARE-50 29 38 CB DD 9B A7 8A-34 99 65 1F 04 FE 7B 13|VIRTUAL SERVER|Refer to DOMS||
appl303a.via.novonet||Customer|VMware|2009-02-26 00:00:00|VMWARE-50 24 43 E9 CD F3 9C BD-03 CD C4 6A 9A 77 89 71|VIRTUAL SERVER|Refer to DOMS||
appl305a.via.novonet||Customer|VMware|2009-02-26 00:00:00|VMWARE-50 24 CF 71 3D BD ED D9-ED FB CE C7 6B 17 68 44|VIRTUAL SERVER|Refer to DOMS||
appl306a.via.novonet||Customer|VMware|2009-02-26 00:00:00|VMWARE-50 24 4E BC C8 09 B9 F3-80 ED D1 73 46 C1 59 49|VIRTUAL SERVER|Refer to DOMS||
appl307a.via.novonet||Customer|VMware|2009-03-24 00:00:00|VMWARE-50 24 BC 9B 5D 92 7B 34-25 7A 3D 0A 16 A4 4E 52|VIRTUAL SERVER|Refer to DOMS||
appl314a.via.novonet||Customer|VMware|2009-05-19 00:00:00|VMWARE-50 24 04 73 5E 1C F6 6F-FF E1 27 84 DC F0 90 6F|VIRTUAL SERVER|Refer to DOMS||
appl315a.via.novonet||Customer|VMware|2009-05-19 00:00:00|VMWARE-50 24 13 46 87 4F 24 F9-7A F6 AF 3B 9D C9 A7 2E|VIRTUAL SERVER|Refer to DOMS||
appl317a.via.novonet||Customer|VMware|2009-05-27 00:00:00|VMWARE-50 24 F3 30 E3 9E 9F A9-6B A9 D5 6E 6F 53 8D 2E|VIRTUAL SERVER|Refer to DOMS||
appl318a.via.novonet|SV008003|Customer|Dell|2009-05-29 00:00:00|1NNQB4J|POWEREDGE R900|R_R07_12|02F0F6B9|
appl319a.via.novonet|SV008405|Customer|Dell|2009-05-29 00:00:00|JMNQB4J|POWEREDGE R900|R_R21_10|02F11B6F|
appl323a.via.novonet||Customer|VMware|2009-05-28 00:00:00|VMWARE-50 24 A4 77 F2 B6 36 93-27 2E FA 99 CF 0E 4C F9|VIRTUAL SERVER|Refer to DOMS||
appl324a.via.novonet||Customer|VMware|2009-05-28 00:00:00|VMWARE-50 24 C6 92 96 24 D1 BD-5C 7D 25 0B 5D 34 99 92|VIRTUAL SERVER|Refer to DOMS||
appl325a.via.novonet||Customer|VMware|2009-05-28 00:00:00|VMWARE-50 24 27 13 81 B5 BD 73-89 F4 D1 83 AD 6F 44 A1|VIRTUAL SERVER|Refer to DOMS||
appl326a.via.novonet||Customer|VMware|2009-05-28 00:00:00|VMWARE-50 24 49 EE 16 19 DF AC-24 F5 E7 58 EA 14 F0 96|VIRTUAL SERVER|Refer to DOMS||
appl327a.via.novonet||Customer|VMware|2009-05-28 00:00:00|VMWARE-50 24 21 DE 19 46 1F 21-5A 0B 9C A9 53 2C 76 5B|VIRTUAL SERVER|Refer to DOMS||
appl328a.via.novonet||Customer|VMware|2009-05-28 00:00:00|VMWARE-50 24 63 26 3E F8 F3 4D-96 87 53 B1 DB 5B 2F F7|VIRTUAL SERVER|Refer to DOMS||
appl331a.via.novonet||Customer|VMware|2009-06-22 00:00:00|VMWARE-50 24 8F 58 EC 4F 22 74-9A E8 53 6D BA 18 53 82|VIRTUAL SERVER|Refer to DOMS||
appl338a.via.novonet||Customer|VMware|2009-09-15 00:00:00|VMWARE-50 24 9A C0 3B 37 61 42-5F 6C 53 B0 3F F6 E8 31|VIRTUAL SERVER|Refer to DOMS||
appl340a.via.novonet||Customer|VMware|2009-09-30 00:00:00|VMWARE-50 29 60 40 F6 93 98 69-6D 15 09 39 6E 4C 4D DE|VIRTUAL SERVER|Refer to DOMS||
appl341a.via.novonet||Customer|VMware|2009-11-27 00:00:00|VMWARE-50 24 BC E6 0D DE F9 A2-D3 2D 81 EC 79 C0 0B CF|VIRTUAL SERVER|Refer to DOMS||
appl342a.via.novonet||Customer|VMware|2009-10-27 00:00:00|VMWARE-50 29 5B 2C BA BF 57 2D-27 53 4C 5A A5 FF F0 30|VIRTUAL SERVER|Refer to DOMS||
appl343a.via.novonet||Customer|VMware|2009-12-03 00:00:00|VMWARE-50 24 F3 FF BF 6B F1 90-64 64 48 8A 79 CC E2 02|VIRTUAL SERVER|Refer to DOMS||
appl344a.via.novonet||Customer|VMware|2009-12-11 00:00:00|VMWARE-50 29 D3 44 EA B9 71 27-07 92 94 56 9C 18 31 87|VIRTUAL SERVER|Refer to DOMS||
appl347a.via.novonet||Customer|VMware|2010-07-06 00:00:00|VMWARE-50 24 42 49 56 29 AE C7-60 AA 14 77 D9 85 32 AE|VIRTUAL SERVER|Refer to DOMS||
appl898a.via.novonet||Customer|VMware|2007-12-14 00:00:00|VMWARE-50 29 C1 30 DC 5D 4C FA-2D 16 38 B8 A9 98 59 9E|VIRTUAL SERVER|Refer to DOMS||
appl899a.via.novonet||Customer|VMware|2007-12-14 00:00:00|VMWARE-50 29 85 C8 41 73 1F 5B-1E 0B EE C7 23 A1 5D F7|VIRTUAL SERVER|Refer to DOMS||
appp001a.via.novonet||Customer|VMware|2006-04-21 00:00:00|||||
appp035a.via.novonet||Customer|VMware|2009-02-26 00:00:00|VMWARE-50 24 85 6D 80 D5 05 CE-C0 7B 40 5F 7E 67 C2 F4|VIRTUAL SERVER|Refer to DOMS||
appp039a.via.novonet||Customer|VMware|2009-02-26 00:00:00|VMWARE-50 24 8A 3B 0D 53 D8 79-FD B2 FE 6F C8 DA D1 29|VIRTUAL SERVER|Refer to DOMS||
appp040a.via.novonet||Customer|VMware|2008-10-02 00:00:00|VMWARE-50 29 F5 69 32 C5 09 B6-52 33 BA F7 9D 1F 5B 18|VIRTUAL SERVER|Refer to DOMS||
appp042a.via.novonet||Customer|VMware|2009-05-19 00:00:00|VMWARE-50 24 F8 5A 39 7E 07 7E-D4 B3 61 6F 75 CC 93 16|VIRTUAL SERVER|Refer to DOMS||
appp043a.via.novonet||Customer|VMware|2009-05-28 00:00:00|VMWARE-50 24 F6 8A 62 92 57 8E-AB D7 B3 B9 02 E2 1B D3|VIRTUAL SERVER|Refer to DOMS||
appp044a.via.novonet||Customer|VMware|2009-05-28 00:00:00|VMWARE-50 24 03 E1 77 D3 5B 37-C1 B9 AA BC 75 F0 CB 9B|VIRTUAL SERVER|Refer to DOMS||
appp048a.via.novonet||Customer|VMware|2009-02-26 00:00:00|VMWARE-50 29 62 06 D3 F3 D3 D8-3E 0A D0 DE 39 78 72 96|VIRTUAL SERVER|Refer to DOMS||
appp050a.via.novonet||Customer|VMware|2009-02-26 00:00:00|VMWARE-50 29 B2 38 56 60 4B 8A-C4 B3 03 4F 9D 2F 8C 09|VIRTUAL SERVER|Refer to DOMS||
appp314l.via.novonet|SV001717|Customer|Hewlett Packard|2007-08-17 00:00:00|GB86153XJM|PROLIANT DL380 G4|R_QS_S_13|02F0EDB4|
appp315l.via.novonet|SV001719|Customer|Hewlett Packard|2007-08-17 00:00:00|GB86153XS4|PROLIANT DL380 G4|Refer to DOMS|02F0EED6|
appp316l.via.novonet|SV001716|Customer|Hewlett Packard|2007-08-17 00:00:00|GB86153XK2|PROLIANT DL380 G4|Refer to DOMS|02F0EDBD|
appp400a.ecs.com||Customer|VMware|2009-04-16 00:00:00|VMWARE-50 29 81 6D 10 F3 D6 42-27 40 66 31 25 B8 79 6B|VIRTUAL SERVER|Refer to DOMS||
appp401a.ecs.com||Customer|VMware|2009-04-16 00:00:00|VMWARE-50 24 0E 4C 7A 69 FC A6-F0 A0 E5 60 F2 A5 A3 82|VIRTUAL SERVER|Refer to DOMS||
appp479l.via.novonet|SV002222|Customer|Hewlett Packard|2007-08-17 00:00:00|GB86154A81|PROLIANT DL380 G4|R_R11_03|02F11968|
appp481l.via.novonet|SV002219|Customer|Hewlett Packard|2007-08-17 00:00:00|GB86154A74|PROLIANT DL380 G4|R_R11_03|02F11969|
appp483l.via.novonet|SV001954|Customer|Hewlett Packard|2007-08-17 00:00:00|GB86153XKB|PROLIANT DL380 G4|R_R11_03|02F1196A|
appp490l.via.novonet|NU201808|Customer|Hewlett Packard|2006-12-07 00:00:00|807ALDN33H|PROLIANT DL380 G3|R_QS_S_12|02F0EEC1|
appp491l.via.novonet|NU201807|Customer|Hewlett Packard|2006-12-07 00:00:00|8076LDN33H|PROLIANT DL380 G3|R_R11_02|02F11961|
appp492l.via.novonet|NU201812|Customer|Hewlett Packard|2006-05-04 00:00:00|8079LDN33H|PROLIANT DL380 G3|R_QS_S_12|02F0EDF3|
appp493l.via.novonet|NU201809|Customer|Hewlett Packard|2006-05-04 00:00:00|807NLDN33H|PROLIANT DL380 G3|R_R11_02|02F11960|
appp494l.via.novonet|NU201810|Customer|Hewlett Packard|2006-05-04 00:00:00|8077LDN33H|PROLIANT DL380 G3|R_QS_S_12|02F0EE4C|
appp495l.via.novonet|NU201811|Customer|Hewlett Packard|2006-12-07 00:00:00|807CLDN33H|PROLIANT DL380 G3|R_R11_02|02F11962|
appr001a.via.novonet||Customer|VMware|2006-04-21 00:00:00|VMWARE-50 29 4C 39 99 0B BC 1E-39 1D 24 87 C4 4D C6 CD|VIRTUAL SERVER|Refer to DOMS||
appr002a.via.novonet|SV001530|Customer|IBM|2006-04-21 00:00:00|KKWGB7W|XSERIES 366 8863|R_R07_07|02F0F6F9|
appr003a.via.novonet|SV001524|Customer|IBM|2006-04-21 00:00:00|KKWHP6A|XSERIES 366 8863|R_R07_07|02F0F6F8|
appr004a.via.novonet|SV001529|Customer|IBM|2006-04-21 00:00:00|KKWGC0R|XSERIES 366 8863|R_R07_06|02F0F6E7|
apps004a.via.novonet||Customer|VMware|2007-11-15 00:00:00|VMWARE-50 29 52 8E C4 80 51 55-7F 5A B2 60 BC FF 96 79|VIRTUAL SERVER|Refer to DOMS||
apps010a.via.novonet||Customer|VMware|2009-05-28 00:00:00|VMWARE-50 24 FD 6D 4C 04 C2 52-73 3F E9 DC D7 E2 9C 4C|VIRTUAL SERVER|Refer to DOMS||
appt003a.via.novonet||Customer|VMware|2007-04-18 00:00:00|VMWARE-50 24 81 16 5F 96 A5 DB-8D 36 6A FB 66 54 D3 C2|VIRTUAL SERVER|Refer to DOMS||
appu006a.via.novonet||Customer|VMware|2006-04-21 00:00:00|VMWARE-50 29 19 98 79 F3 21 56-C3 AD A9 92 14 20 AE 62|VIRTUAL SERVER|Refer to DOMS||
appu007a.via.novonet||Customer|VMware|2006-04-21 00:00:00|VMWARE-50 29 9A A0 5B 16 4E F7-6B 42 F2 53 76 CE 32 3D|VIRTUAL SERVER|Refer to DOMS||
appu008a.via.novonet||Customer|VMware|2006-04-21 00:00:00|VMWARE-50 29 DB A3 4D 68 49 A8-1F 06 EC 62 A1 09 1A 28|VIRTUAL SERVER|Refer to DOMS||
appu018a.via.novonet||Customer|VMware|2008-02-04 00:00:00|VMWARE-50 29 5E A2 D6 A9 3D 70-42 AA 56 97 51 E1 39 B1|VIRTUAL SERVER|Refer to DOMS||
appu022a.via.novonet||Customer|VMware|2007-06-20 00:00:00|VMWARE-50 24 58 BD 50 3A EC 00-DF DD 69 F5 45 CA 67 99|VIRTUAL SERVER|||
appu025a.via.novonet||Customer|VMware|2007-09-24 00:00:00|VMWARE-50 24 29 E7 DD BA 05 3B-E9 9B E1 D5 97 AA AA 9F|VIRTUAL SERVER|Refer to DOMS||
appu027a.via.novonet|SV007389|Customer|Dell|2008-09-30 00:00:00|G7JTW3J|POWEREDGE 2950|R_R26_28|02F12028|
appu028a.via.novonet|SV003568|Customer|Dell|2007-08-15 00:00:00|3QHKZ2J|POWEREDGE 6850|R_R12_12|02F0F93A|
appu031a.via.novonet|SV007390|Customer|Dell|2007-09-17 00:00:00|F7JTW3J|POWEREDGE 2950|R_R08_10||
appu032a.via.novonet|SV003020|Customer|Dell|2009-01-13 00:00:00|CFM634J|POWEREDGE R900|R_R10_08|02F0F522|26-JAN-12
appu034a.via.novonet||Customer|VMware|2009-02-26 00:00:00|VMWARE-50 29 50 91 EF 5B 15 D8-13 D3 23 0D 26 30 E2 61|VIRTUAL SERVER|Refer to DOMS||
appu037a.via.novonet||Customer|VMware|2009-11-11 00:00:00|VMWARE-50 24 9E DA 00 E1 47 85-39 81 69 60 7B EE 28 A9|VIRTUAL SERVER|Refer to DOMS||
appu150a.ecs.com||Customer|VMware|2009-04-16 00:00:00|VMWARE-50 29 D9 35 77 35 89 F6-F3 9E F5 17 69 CF 3E D9|VIRTUAL SERVER|Refer to DOMS||
appv332a.via.novonet||Customer|VMware|2009-06-10 00:00:00|VMWARE-50 29 63 FA E3 15 3A B7-9C 4F 2B 38 4A 7F 6F 5D|VIRTUAL SERVER|Refer to DOMS||
appw500a.ecs.com||Customer|VMware|2009-04-16 00:00:00|VMWARE-50 29 32 60 EE DF 1F 6A-4E 44 58 E6 3A 6A 02 68|VIRTUAL SERVER|Refer to DOMS||
armstrong1.via.novonet|MR000158|Customer|IBM|2005-06-01 00:00:00|10B0E8B|9117-570|Refer to DOMS||
armstrong2.via.novonet|MR000155|Customer|IBM|2005-06-01 00:00:00|10B0E7B|9117-570|Refer to DOMS||
aston cluster.via.novonet||Customer||2009-02-09 00:00:00|||Refer to DOMS||
austin cluster.via.novonet||Customer||2008-10-16 00:00:00|||Refer to DOMS||
avitp01.via.novonet||HP||2011-07-07 00:00:00|||Refer to DOMS||
avits01.via.novonet||HP||2011-07-07 00:00:00|||Refer to DOMS||
baker1.via.novonet|BAKER1|HP|IBM||650EEA2|9117-MMB|Refer to DOMS|02FF22CC|
baker2.via.novonet|10E4ECA|HP|IBM||10E4ECA|9117-MMB|Refer to DOMS|02FDFAB0|
bauer1.via.novonet|0628F4R|HP|IBM|2012-02-25 00:00:00|0628F4R|9117-MMB|Refer to DOMS|02FF28C0|
bauer2.via.novonet|0628F5R|HP|IBM|2012-01-30 00:00:00|0628F5R|9117-MMB|Refer to DOMS||
bclnu1zb.norwich-union.com|NU109417|Customer|Compaq|2006-04-21 00:00:00|8240KF521055|ProLiant ML370 G2|R_R21_12|02F11B4E|
bclnu5ha.via.novonet|NU060648|Customer||2006-04-21 00:00:00|8150JSS11111||||
bclnu9aa.via.novonet||Customer|VMware|2006-04-21 00:00:00|||Refer to DOMS||
bddnu1sa.via.novonet||Customer|VMware|2006-04-21 00:00:00|VMWARE-50 29 3C 53 5A 5B B9 9B-60 51 7F BB 17 C7 F7 E5|VIRTUAL SERVER|Refer to DOMS||
beaker.via.novonet||Customer|IBM|2006-11-24 00:00:00|0XA0EFCBD|9131-52A|BB67|02F0EEE7|
beaker_bunson.via.novonet|SV002234|Customer||2006-11-09 00:00:00|064104G||Refer to DOMS|02F0EEE7|
belgiumdev.via.novonet||Customer||2006-04-21 00:00:00|||||
belgiumprd.via.novonet||Customer||2006-04-21 00:00:00|||||
belprdha.via.novonet||Customer||2006-04-21 00:00:00|||||
bldl001p.via.novonet|SV002380|Customer|IBM|2008-02-08 00:00:00|KDVH460|XSERIES 346 8840|||
bldl005d.via.novonet|SV000869|Customer|IBM|2006-04-21 00:00:00|KKVRP27|BLADECENTER HS20 8843|R_R10_11||
bldl006d.via.novonet|SV000898|Customer|IBM|2006-04-21 00:00:00|KKVRP2X|BLADECENTER HS20 8843|R_R26_05|02F11E1E|
bldl007d.via.novonet|NU160467|Customer|Hewlett Packard|2009-06-24 00:00:00|8058LDN327|PROLIANT DL380 G3|||
bldl0101.via.novonet||Customer|VMware|2006-04-21 00:00:00|VMWARE-50 29 22 4C 7B A7 53 7C-5B D0 A3 3A 47 70 B8 39|VIRTUAL SERVER|Refer to DOMS||
bldl0102.via.novonet||Customer|VMware|2006-04-21 00:00:00|VMWARE-50 29 B8 CE 6C B6 49 C8-2D 2B 92 1A 7E F2 0A 4B|VIRTUAL SERVER|Refer to DOMS||
bldl302a.via.novonet|SV002221|Customer|Hewlett Packard|2007-08-17 00:00:00|GB86154A7A|PROLIANT DL380 G4|R_QS_S_05|02F0F18C|
bldl303a.via.novonet|SV003585|Customer|Dell|2007-03-06 00:00:00|386BQ2J|POWEREDGE 2950|R_R23_09|02F11C72|
bldl304a.via.novonet|SV003268|Customer|Dell|2007-03-06 00:00:00|4V3BQ2J|POWEREDGE 2950|R_QS_S_16|02F0EF0B|
bldl365a.via.novonet|SV002217|Customer|Hewlett Packard|2007-08-17 00:00:00|GB86154A5S|PROLIANT DL380 G4|R_R23_08|02F11C67|
bldl366a.via.novonet|SV003212|Customer|Dell|2007-06-13 00:00:00|B9HBY2J|POWEREDGE 2950|R_R22_02|02F11BB7|
bldl369a.via.novonet|SV003214|Customer|Dell|2007-06-18 00:00:00|C9HBY2J|POWEREDGE 2950|R_R12_12|02F0F486|
blds001a.via.novonet|SV003211|Customer|Dell|2007-06-18 00:00:00|D9HBY2J|POWEREDGE 2950|R_R12_12|02F0F480|
blds002a.via.novonet|SV003213|Customer|Dell|2007-06-13 00:00:00|F9HBY2J|POWEREDGE 2950|R_R22_03|02F11BB0|
bmw cluster.via.novonet||Customer||2008-11-04 00:00:00|||Refer to DOMS||
bond1.via.novonet|3838997|HP|IBM|2010-10-05 00:00:00|6505C6A|9117-MMB|Refer to DOMS||
bond2.via.novonet|3838280|HP|IBM|2010-10-05 00:00:00|106E4D5|9117-MMB|Refer to DOMS|02F0F8C2|
bourne1.via.novonet|3838996|HP|IBM|2011-01-11 00:00:00|101C01A|9117-MMB|Refer to DOMS||
bourne2.via.novonet|3838279|HP|IBM|2011-01-11 00:00:00|107639D|9117-MMB|Refer to DOMS||
bradano_volturno.via.novonet|USR43135XP|Customer||2009-01-15 00:00:00|USR43135XP||Refer to DOMS|02F11B44|
brooklands.via.novonet||Customer|IBM|2007-03-14 00:00:00|838026F-BROOKLANDS|ESERVER P5 590 9119|D1/DJ-26||
bunsen.via.novonet||Customer|IBM|2006-04-21 00:00:00|0XA0EFCBE|9131-52A|BB67|02F0EEE7|
burns1.via.novonet|3838529|HP|IBM|2009-09-01 00:00:00|83DF8B4|IBM 9119-FHA|Refer to DOMS||
burns2.via.novonet|3838041|HP|IBM|2009-10-01 00:00:00|83DF8C4|IBM 9119-FHA|Refer to DOMS|02F0F9BF|
buscrit01.via.novonet||Customer||2009-01-13 00:00:00|||Refer to DOMS||
buscrit02.via.novonet||Customer||2009-01-13 00:00:00|||Refer to DOMS||
buscrit03.via.novonet||Customer||2008-07-09 00:00:00|||Refer to DOMS||
butterfly cluster.via.novonet||Customer||2009-09-18 00:00:00|||Refer to DOMS||
c3_data.im.root-domain.net|KDPKB1G|Third Party|IBM|2004-06-30 00:00:00|KDPKB1G|XSERIES 345 8670|||
camilla.via.novonet|659A50B|Customer|IBM|2009-06-11 00:00:00|659A50B|ESERVER P5 590 9119|Row11 Rack1|02F11943|
ccpocd01.via.novonet||Customer|IBM|2008-09-09 00:00:00|838026F-CCPOCD01|ESERVER P5 590 9119|D1/DJ-26|02F0F9F7|
ccpocd02.via.novonet||Customer|IBM|2008-09-09 00:00:00|838026F-CCPOCD02|ESERVER P5 590 9119|D1/DJ-26||
cdevblb.via.novonet||Customer|IBM|2007-03-14 00:00:00|83DE1EA-CDEVBLB|ESERVER P5 590 9119|CR/CQ 063/064||
cdevplb.via.novonet||Customer|IBM|2007-03-14 00:00:00|83DE1EA-CDEVPLB|ESERVER P5 590 9119|CR/CQ 063/064||
cdevwcb.via.novonet||Customer|IBM|2007-03-14 00:00:00|83DE1EA-CDEVWCB|ESERVER P5 590 9119|CR/CQ 063/064||
ce5hns1.via.novonet||HP|IBM|2010-05-14 00:00:00|654CE5H-CE5HNS1|ESERVER P5 550Q 9133|NONE|02F125AB|
ce5hvn1.via.novonet|SV002098|HP|IBM|2010-05-14 00:00:00|654CE5H|9133-55A|Row15 Rack4|02F125AB|
ce5hvn2.via.novonet||HP|IBM|2010-05-14 00:00:00|654CE5H|9133-55A|Row 15 Rack 4|02F125AB|
ce5hvs1.via.novonet|SV002098|HP|IBM|2010-05-14 00:00:00|654CE5H|9133-55A|Row 15 Rack 4|02F125AB|
ce5hvs2.via.novonet|SV002089|HP||2010-05-14 00:00:00|654CE5H||Refer to DOMS||
cfc01p.via.novonet||Customer|IBM|2007-11-06 00:00:00|||Refer to DOMS||
cfc02s.via.novonet||Customer|IBM|2009-10-31 00:00:00|||Refer to DOMS||
cfc05p.via.novonet||HP||2011-07-07 00:00:00|||Refer to DOMS||
cfc06p.via.novonet||HP||2011-07-07 00:00:00|||Refer to DOMS||
cfd01p.via.novonet||Customer|IBM|2007-11-06 00:00:00|||Refer to DOMS||
cfd02s.via.novonet||Customer|IBM|2009-10-31 00:00:00|||Refer to DOMS||
cfd05p.via.novonet||HP||2011-07-07 00:00:00|||Refer to DOMS||
cfd06p.via.novonet||HP||2011-07-07 00:00:00|||Refer to DOMS||
cfe01p.via.novonet||Customer|IBM|2007-11-06 00:00:00|||Refer to DOMS||
